ts_s,pid,tid,futex_key_addr,futex_key_word,futex_key_offset,total_requests,successful_count
2025-08-27 14:08:19.667145,13116,13757,18446619754767482880,137588906119168,1044,10,10
2025-08-27 14:08:19.667145,13019,13494,18446619757348945920,824634130432,3912,107,107
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161233920,1428,1,1
2025-08-27 14:08:19.667145,13019,13495,18446619757348945920,22155264,248,1,1
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161242112,736,3,3
2025-08-27 14:08:19.667145,13253,16537,18446619754767492736,124874161250304,148,1,1
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161020928,1888,1,1
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161233920,1424,1,1
2025-08-27 14:08:19.667145,13253,16542,18446619754767492736,124874161287168,1476,1,1
2025-08-27 14:08:19.667145,12972,12972,18446619755031287808,135707867942912,2340,18,18
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874429988864,2128,15,15
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772472004608,2608,2,2
2025-08-27 14:08:19.667145,13253,16543,18446619754767492736,124874161242112,656,2,2
2025-08-27 14:08:19.667145,13019,13493,18446619757348945920,824634130432,2120,16,16
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161233920,1428,1,1
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772469637120,3248,2,2
2025-08-27 14:08:19.667145,13095,13664,18446619754767485696,824634146816,3912,12,12
2025-08-27 14:08:19.667145,13019,13493,18446619757348945920,22147072,2016,10,10
2025-08-27 14:08:19.667145,13253,13684,18446619754767492736,124874429988864,2132,13,13
2025-08-27 14:08:19.667145,13095,13666,18446619754767485696,27942912,3040,88,88
2025-08-27 14:08:19.667145,13095,13670,18446619754767485696,27942912,3024,1,1
2025-08-27 14:08:19.667145,838,12627,18446619754133548544,824649203712,1096,23,23
2025-08-27 14:08:19.667145,13019,13494,18446619757348945920,824634138624,2888,115,115
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161192960,2336,2,2
2025-08-27 14:08:19.667145,13253,16536,18446619754767492736,124874161020928,1968,1,1
2025-08-27 14:08:19.667145,12720,12791,18446619755031292032,17137664,3104,69,69
2025-08-27 14:08:19.667145,13120,13755,18446619757348965632,131772475289600,2112,2,2
2025-08-27 14:08:19.667145,13116,13757,18446619754767482880,137588907171840,916,10,10
2025-08-27 14:08:19.667145,12972,13411,18446619755031287808,135707930460160,4024,1,1
2025-08-27 14:08:19.667145,13095,13671,18446619754767485696,27942912,3064,1,1
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161287168,1392,2,2
2025-08-27 14:08:19.667145,838,15305,18446619754133548544,110455243796480,1216,93,93
2025-08-27 14:08:19.667145,13253,16544,18446619754767492736,124874161233920,1424,2,2
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772472004608,3376,1,1
2025-08-27 14:08:19.667145,13253,16544,18446619754767492736,124874161262592,3120,1,1
2025-08-27 14:08:19.667145,12972,12972,18446619755031287808,135707859542016,2340,18,18
2025-08-27 14:08:19.667145,13116,16575,18446619754767482880,137588907171840,916,10,10
2025-08-27 14:08:19.667145,13253,16539,18446619754767492736,124874161262592,3124,2,2
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772469637120,3872,1,1
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161250304,144,1,1
2025-08-27 14:08:19.667145,13019,13495,18446619757348945920,22147072,2016,42,42
2025-08-27 14:08:19.667145,13095,13666,18446619754767485696,824638144512,2120,86,86
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772469637120,3968,2,2
2025-08-27 14:08:19.667145,13116,13537,18446619754767482880,137590537728000,716,11,11
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161254400,3600,3,3
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772469637120,3440,3,3
2025-08-27 14:08:19.667145,13019,13019,18446619757348945920,824634138624,2888,27,27
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874429988864,2128,8,8
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161020928,1972,2,2
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161254400,3600,2,2
2025-08-27 14:08:19.667145,12972,12972,18446619755031287808,135707878146048,2276,3,3
2025-08-27 14:08:19.667145,13019,13672,18446619757348945920,824634130432,3912,94,94
2025-08-27 14:08:19.667145,13253,16546,18446619754767492736,124874429575168,3252,1,1
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772469637120,3440,3,3
2025-08-27 14:08:19.667145,13253,16538,18446619754767492736,124874161192960,2336,1,1
2025-08-27 14:08:19.667145,13116,16575,18446619754767482880,137588882780160,1604,9,9
2025-08-27 14:08:19.667145,838,15305,18446619754133548544,824649203712,1096,75,75
2025-08-27 14:08:19.667145,13019,13494,18446619757348945920,824638812160,3280,1,1
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161373184,3168,1,1
2025-08-27 14:08:19.667145,13253,16546,18446619754767492736,124874429988864,2128,1,1
2025-08-27 14:08:19.667145,13019,13493,18446619757348945920,22151168,4088,2,2
2025-08-27 14:08:19.667145,13019,13493,18446619757348945920,824634130432,3912,8,8
2025-08-27 14:08:19.667145,838,15375,18446619754133548544,110455243796480,984,12,12
2025-08-27 14:08:19.667145,12972,13409,18446619755031287808,135707930460160,4024,1,1
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161192960,2420,1,1
2025-08-27 14:08:19.667145,838,12627,18446619754133548544,824649195520,328,25,25
2025-08-27 14:08:19.667145,13095,13664,18446619754767485696,824638144512,2120,12,12
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161254400,3684,1,1
2025-08-27 14:08:19.667145,13449,13455,18446619754767504000,97244008833024,2360,16,16
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161393664,4048,15,15
2025-08-27 14:08:19.667145,12972,13410,18446619755031287808,135707930460160,4024,1,1
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161270784,2480,3,3
2025-08-27 14:08:19.667145,13019,13495,18446619757348945920,22151168,4088,14,14
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161270784,2564,4,4
2025-08-27 14:08:19.667145,13192,13201,18446619754547964032,17137664,3104,35,35
2025-08-27 14:08:19.667145,13253,16536,18446619754767492736,124874161020928,1972,1,1
2025-08-27 14:08:19.667145,838,12627,18446619754133548544,110455243796480,984,5,5
2025-08-27 14:08:19.667145,13095,13669,18446619754767485696,824638144512,3912,10,10
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874093789184,2180,12,12
2025-08-27 14:08:19.667145,12972,13408,18446619755031287808,135707930460160,4024,1,1
2025-08-27 14:08:19.667145,13253,16542,18446619754767492736,124874161278976,2004,1,1
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772469637120,3632,1,1
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772475293696,1344,34,34
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161192960,2416,2,2
2025-08-27 14:08:19.667145,16436,16443,18446619754547962624,98153306628096,3616,4,4
2025-08-27 14:08:19.667145,13253,16541,18446619754767492736,124874161270784,2560,1,1
2025-08-27 14:08:19.667145,13253,16539,18446619754767492736,124874161254400,3684,1,1
2025-08-27 14:08:19.667145,13253,13684,18446619754767492736,124874093789184,2180,4,4
2025-08-27 14:08:19.667145,12825,12914,18446619753783161728,17137664,3104,35,35
2025-08-27 14:08:19.667145,13253,16544,18446619754767492736,124874161262592,3124,1,1
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772543197184,1716,20,20
2025-08-27 14:08:19.667145,838,15305,18446619754133548544,824634265600,2376,29,29
2025-08-27 14:08:19.667145,12972,12972,18446619755031287808,135707886546944,2276,3,3
2025-08-27 14:08:19.667145,13253,16540,18446619754767492736,124874161020928,1972,1,1
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161278976,2004,2,2
2025-08-27 14:08:19.667145,13253,16544,18446619754767492736,124874161233920,1344,4,4
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874093789184,2096,2,2
2025-08-27 14:08:19.667145,13116,13757,18446619754767482880,137590537728000,716,6,6
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772543197184,1716,22,22
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772470726656,1156,1,1
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161262592,3040,2,2
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772469637120,3152,1,1
2025-08-27 14:08:19.667145,12779,12814,18446619755031270912,17137664,3104,35,35
2025-08-27 14:08:19.667145,13253,16579,18446619754767492736,124874161254400,3684,3,3
2025-08-27 14:08:19.667145,13019,13495,18446619757348945920,22155264,224,134,134
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772471930880,996,15,15
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161287168,1476,3,3
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161020928,1972,1,1
2025-08-27 14:08:19.667145,13116,13757,18446619754767482880,137588877488128,2724,121,121
2025-08-27 14:08:19.667145,13253,16546,18446619754767492736,124874429575168,3168,1,1
2025-08-27 14:08:19.667145,13019,13494,18446619757348945920,22155264,224,160,160
2025-08-27 14:08:19.667145,13120,16577,18446619757348965632,131772475293696,1856,65,65
2025-08-27 14:08:19.667145,13116,13526,18446619754767482880,137590538739712,2292,1,1
2025-08-27 14:08:19.667145,13019,13495,18446619757348945920,824634130432,2120,108,108
2025-08-27 14:08:19.667145,13253,16578,18446619754767492736,124874161233920,1428,1,1
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161278976,2000,3,3
2025-08-27 14:08:19.667145,13120,13756,18446619757348965632,131772469637120,3824,4,4
2025-08-27 14:08:19.667145,12758,12874,18446619755031268096,17137664,2872,4,4
2025-08-27 14:08:19.667145,13095,13670,18446619754767485696,824634146816,3912,95,95
2025-08-27 14:08:19.667145,13253,16535,18446619754767492736,124874161287168,1472,1,1
2025-08-27 14:08:19.667145,13116,13536,18446619754767482880,137590538735616,4024,2,2
2025-08-27 14:08:19.667145,13019,13494,18446619757348945920,22147072,2016,51,51
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3440,3,3
2025-08-27 14:08:20.667145,13253,16543,18446619754767492736,124874161287168,1472,2,2
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161192960,2420,2,2
2025-08-27 14:08:20.667145,12825,12914,18446619753783161728,17137664,3104,35,35
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,22155264,208,1,1
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3440,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874429575168,3248,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161287168,1476,1,1
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874093789184,2180,16,16
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772472004608,3280,3,3
2025-08-27 14:08:20.667145,13116,16576,18446619754767482880,137590537728000,716,4,4
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772475293696,1344,31,31
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3968,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161254400,3600,4,4
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3968,2,2
2025-08-27 14:08:20.667145,13253,16540,18446619754767492736,124874161278976,2000,1,1
2025-08-27 14:08:20.667145,13116,16576,18446619754767482880,137588901384192,1316,1,1
2025-08-27 14:08:20.667145,13019,13493,18446619757348945920,824634130432,2120,27,27
2025-08-27 14:08:20.667145,13253,16536,18446619754767492736,124874161020928,1972,2,2
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161020928,1888,1,1
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3152,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874429575168,3168,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3872,3,3
2025-08-27 14:08:20.667145,13253,16538,18446619754767492736,124874093789184,2180,1,1
2025-08-27 14:08:20.667145,838,12627,18446619754133548544,824649203712,1096,32,32
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161242112,736,3,3
2025-08-27 14:08:20.667145,838,12627,18446619754133548544,824649195520,328,47,47
2025-08-27 14:08:20.667145,13253,16538,18446619754767492736,124874161192960,2420,1,1
2025-08-27 14:08:20.667145,13019,13494,18446619757348945920,22155264,224,131,131
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874093789184,2180,1,1
2025-08-27 14:08:20.667145,13116,13526,18446619754767482880,137590067388416,1556,1,1
2025-08-27 14:08:20.667145,13019,13494,18446619757348945920,22151168,4088,14,14
2025-08-27 14:08:20.667145,13019,13019,18446619757348945920,824634130432,2120,87,87
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,93969087700992,3396,11,11
2025-08-27 14:08:20.667145,13253,16538,18446619754767492736,124874161192960,2336,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161373184,3252,1,1
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,22155264,224,161,161
2025-08-27 14:08:20.667145,13116,16575,18446619754767482880,137588906119168,1044,8,8
2025-08-27 14:08:20.667145,13253,16537,18446619754767492736,124874161287168,1472,1,1
2025-08-27 14:08:20.667145,12779,12814,18446619755031270912,17137664,2872,2,2
2025-08-27 14:08:20.667145,13095,13664,18446619754767485696,824638144512,3912,7,7
2025-08-27 14:08:20.667145,13019,13019,18446619757348945920,824634130432,3912,135,135
2025-08-27 14:08:20.667145,13253,16579,18446619754767492736,124874161250304,148,1,1
2025-08-27 14:08:20.667145,13253,13683,18446619754767492736,124874429988864,2128,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874429988864,2048,9,9
2025-08-27 14:08:20.667145,13095,13670,18446619754767485696,27942912,3040,72,72
2025-08-27 14:08:20.667145,13253,16579,18446619754767492736,124874161262592,3124,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161270784,2480,1,1
2025-08-27 14:08:20.667145,13449,13455,18446619754767504000,97244008833024,2592,80,80
2025-08-27 14:08:20.667145,838,15375,18446619754133548544,824634265600,2376,27,27
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772470726656,1076,40,40
2025-08-27 14:08:20.667145,13019,13672,18446619757348945920,22147072,2016,27,27
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161192960,2420,3,3
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707930460160,4024,2,2
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707851141120,2340,18,18
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161233920,1344,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161262592,3124,2,2
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161278976,1920,1,1
2025-08-27 14:08:20.667145,12972,13410,18446619755031287808,140737073147904,2660,1,1
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874093789184,2096,2,2
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161262592,3124,1,1
2025-08-27 14:08:20.667145,13253,16543,18446619754767492736,124874161192960,2420,1,1
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707867942912,2340,18,18
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874429988864,2128,10,10
2025-08-27 14:08:20.667145,13253,16544,18446619754767492736,124874161242112,656,1,1
2025-08-27 14:08:20.667145,838,15375,18446619754133548544,110455243796480,984,4,4
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3248,1,1
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,22147072,2016,121,121
2025-08-27 14:08:20.667145,13019,13672,18446619757348945920,824634130432,2120,11,11
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161262592,3120,2,2
2025-08-27 14:08:20.667145,13019,13672,18446619757348945920,22155264,224,42,42
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874161393664,3968,1,1
2025-08-27 14:08:20.667145,13253,16543,18446619754767492736,124874161262592,3120,1,1
2025-08-27 14:08:20.667145,13095,13670,18446619754767485696,824634146816,3912,25,25
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874429988864,2132,8,8
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772475240448,1712,4,4
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772471996416,3648,1,1
2025-08-27 14:08:20.667145,13253,16536,18446619754767492736,124874161020928,1888,1,1
2025-08-27 14:08:20.667145,13116,16575,18446619754767482880,137588907171840,916,5,5
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3392,1,1
2025-08-27 14:08:20.667145,13095,13666,18446619754767485696,27942912,3040,27,27
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161262592,3120,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161278976,2004,2,2
2025-08-27 14:08:20.667145,13019,13493,18446619757348945920,824634138624,2888,9,9
2025-08-27 14:08:20.667145,13253,13684,18446619754767492736,124874093789184,2176,19,19
2025-08-27 14:08:20.667145,13019,13019,18446619757348945920,22151168,4088,20,20
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161233920,1424,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161270784,2564,2,2
2025-08-27 14:08:20.667145,13253,16537,18446619754767492736,124874161287168,1476,2,2
2025-08-27 14:08:20.667145,13253,16540,18446619754767492736,124874161270784,2564,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161020928,1972,1,1
2025-08-27 14:08:20.667145,838,12627,18446619754133548544,110455243796480,984,6,6
2025-08-27 14:08:20.667145,13116,13757,18446619754767482880,137588877488128,2724,96,96
2025-08-27 14:08:20.667145,13019,13672,18446619757348945920,824634130432,3912,32,32
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772475240448,1040,35,35
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161287168,1472,2,2
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161250304,144,2,2
2025-08-27 14:08:20.667145,13116,13757,18446619754767482880,137588906119168,1044,7,7
2025-08-27 14:08:20.667145,13253,16541,18446619754767492736,124874161270784,2560,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874093789184,2096,3,3
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3824,3,3
2025-08-27 14:08:20.667145,13095,13666,18446619754767485696,824638144512,3912,32,32
2025-08-27 14:08:20.667145,13120,13753,18446619757348965632,131772475293696,1344,1,1
2025-08-27 14:08:20.667145,13120,13752,18446619757348965632,131772475293696,1344,1,1
2025-08-27 14:08:20.667145,12720,12791,18446619755031292032,17137664,3104,71,71
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161270784,2560,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3632,3,3
2025-08-27 14:08:20.667145,13253,16541,18446619754767492736,124874161278976,2004,2,2
2025-08-27 14:08:20.667145,838,12627,18446619754133548544,110455243796480,1216,71,71
2025-08-27 14:08:20.667145,13116,13536,18446619754767482880,137590537728000,716,17,17
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161393664,3968,2,2
2025-08-27 14:08:20.667145,13253,16579,18446619754767492736,124874093789184,2180,5,5
2025-08-27 14:08:20.667145,13095,13670,18446619754767485696,27942912,2808,2,2
2025-08-27 14:08:20.667145,13019,13494,18446619757348945920,22155264,248,2,2
2025-08-27 14:08:20.667145,13116,16576,18446619754767482880,137588907171840,916,5,5
2025-08-27 14:08:20.667145,13253,16541,18446619754767492736,124874161278976,2000,1,1
2025-08-27 14:08:20.667145,838,846,18446619754133548544,110455243796480,984,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161233920,1424,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161242112,736,1,1
2025-08-27 14:08:20.667145,13095,13669,18446619754767485696,27942912,3040,61,61
2025-08-27 14:08:20.667145,13095,13671,18446619754767485696,824638144512,2120,91,91
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772470726656,1156,2,2
2025-08-27 14:08:20.667145,13095,13669,18446619754767485696,27942912,2808,4,4
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161242112,740,2,2
2025-08-27 14:08:20.667145,13253,16540,18446619754767492736,124874161254400,3680,2,2
2025-08-27 14:08:20.667145,13120,13755,18446619757348965632,131772475289600,2112,2,2
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3824,1,1
2025-08-27 14:08:20.667145,12720,12791,18446619755031292032,17137664,2872,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772475293696,1856,76,76
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3200,2,2
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3152,3,3
2025-08-27 14:08:20.667145,13253,16542,18446619754767492736,124874161233920,1344,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874429575168,3252,1,1
2025-08-27 14:08:20.667145,13095,13670,18446619754767485696,824635965440,2120,46,46
2025-08-27 14:08:20.667145,13095,13664,18446619754767485696,824634146816,3912,13,13
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,824639205376,816,1,1
2025-08-27 14:08:20.667145,13116,16575,18446619754767482880,137588882780160,1604,14,14
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772471996416,3600,3,3
2025-08-27 14:08:20.667145,13019,13493,18446619757348945920,22147072,2016,19,19
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,22151168,4088,19,19
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161270784,2560,2,2
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161262592,3040,2,2
2025-08-27 14:08:20.667145,13095,13666,18446619754767485696,824638144512,2120,25,25
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161233920,1428,1,1
2025-08-27 14:08:20.667145,12779,12814,18446619755031270912,17137664,3104,35,35
2025-08-27 14:08:20.667145,13095,13664,18446619754767485696,824635965440,2120,4,4
2025-08-27 14:08:20.667145,13253,16544,18446619754767492736,124874161262592,3124,2,2
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772472004608,2608,2,2
2025-08-27 14:08:20.667145,12972,13408,18446619755031287808,135707930460160,4024,2,2
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707842740224,2340,18,18
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161393664,4048,3,3
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161020928,1888,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874093789184,2176,17,17
2025-08-27 14:08:20.667145,13116,16576,18446619754767482880,137588906119168,1044,2,2
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161262592,3124,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161192960,2336,1,1
2025-08-27 14:08:20.667145,13253,16579,18446619754767492736,124874161020928,1968,1,1
2025-08-27 14:08:20.667145,12972,13409,18446619755031287808,135707930460160,4024,1,1
2025-08-27 14:08:20.667145,13449,13456,18446619754767504000,97244008833024,2592,10,10
2025-08-27 14:08:20.667145,838,15375,18446619754133548544,824649195520,328,48,48
2025-08-27 14:08:20.667145,13253,16540,18446619754767492736,124874161254400,3600,1,1
2025-08-27 14:08:20.667145,13192,13201,18446619754547964032,17137664,2872,2,2
2025-08-27 14:08:20.667145,13095,13671,18446619754767485696,824634146816,3912,35,35
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772475289600,2112,2,2
2025-08-27 14:08:20.667145,12758,12874,18446619755031268096,17137664,3104,75,75
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3200,3,3
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161250304,148,1,1
2025-08-27 14:08:20.667145,12825,12914,18446619753783161728,17137664,2872,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772471996416,2928,4,4
2025-08-27 14:08:20.667145,12758,12874,18446619755031268096,17137664,2872,8,8
2025-08-27 14:08:20.667145,13116,13537,18446619754767482880,137590537728000,716,14,14
2025-08-27 14:08:20.667145,838,15375,18446619754133548544,110455243796480,1216,62,62
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161254400,3680,2,2
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772469637120,3920,2,2
2025-08-27 14:08:20.667145,13253,16542,18446619754767492736,124874161233920,1428,2,2
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772543197184,1716,16,16
2025-08-27 14:08:20.667145,13253,16540,18446619754767492736,110009014476800,3312,1,1
2025-08-27 14:08:20.667145,13116,13757,18446619754767482880,137588907171840,916,37,37
2025-08-27 14:08:20.667145,13449,13455,18446619754767504000,97244008833024,2360,11,11
2025-08-27 14:08:20.667145,13095,13669,18446619754767485696,824638144512,3912,69,69
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161393664,4048,5,5
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161262592,3040,3,3
2025-08-27 14:08:20.667145,13095,13671,18446619754767485696,27942912,2808,12,12
2025-08-27 14:08:20.667145,13019,13495,18446619757348945920,824634138624,2888,51,51
2025-08-27 14:08:20.667145,13253,16536,18446619754767492736,124874161020928,1968,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161250304,144,2,2
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161393664,3968,3,3
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707886546944,2276,2,2
2025-08-27 14:08:20.667145,13253,16542,18446619754767492736,124874161278976,2000,1,1
2025-08-27 14:08:20.667145,13116,16575,18446619754767482880,137590537728000,716,3,3
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161270784,2480,3,3
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161192960,2336,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772475289600,3392,4,4
2025-08-27 14:08:20.667145,13019,13494,18446619757348945920,22147072,2016,89,89
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161242112,656,2,2
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772475240448,1712,2,2
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707878146048,2276,2,2
2025-08-27 14:08:20.667145,13019,13494,18446619757348945920,824634130432,3912,98,98
2025-08-27 14:08:20.667145,13120,13756,18446619757348965632,131772471996416,2928,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874161393664,4052,7,7
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161287168,1392,1,1
2025-08-27 14:08:20.667145,13253,16535,18446619754767492736,124874429988864,2132,22,22
2025-08-27 14:08:20.667145,12972,12972,18446619755031287808,135707894947840,2276,2,2
2025-08-27 14:08:20.667145,13253,16539,18446619754767492736,124874161192960,2416,1,1
2025-08-27 14:08:20.667145,13253,16578,18446619754767492736,124874161287168,1472,1,1
2025-08-27 14:08:20.667145,13120,16577,18446619757348965632,131772469637120,3248,2,2
