ts_s,pid,tid,futex_key_addr,futex_key_word,futex_key_offset,total_requests,total_time,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7
2025-08-27 14:08:31.667145,13253,16533,18446619754767492736,124874093780992,3860,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,14132,14134,18446619754767512448,824634138624,2120,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13116,13521,18446619754767482880,137590413074432,3880,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13449,13449,18446619754767504000,97244008833024,896,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13116,13520,18446619754767482880,137590114459648,1956,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13116,13519,18446619754767482880,137590413074432,3624,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,12825,12839,18446619753783161728,824634138624,2120,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,14132,14138,18446619754767512448,824636424192,2120,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13253,16546,18446619754767492736,124874161373184,3248,,951766151,,,,,,,,
2025-08-27 14:08:31.667145,13449,13455,18446619754767504000,824634011648,3400,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13192,13203,18446619754547964032,824636432384,328,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13253,13634,18446619754767492736,110009501753344,172,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,12758,12784,18446619755031268096,824634138624,3912,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,14019,14020,18446619754767501184,100785407008768,3616,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,12779,14654,18446619755031270912,824637411328,1608,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13253,16534,18446619754767492736,124874429575168,3248,,950762185,,,,,,,,
2025-08-27 14:08:31.667145,14132,14133,18446619754767512448,17137664,3104,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,14019,14022,18446619754767501184,824634200064,1608,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,14132,14141,18446619754767512448,824634142720,3400,,1000000000,,,,,,,,
2025-08-27 14:08:31.667145,13116,16576,18446619754767482880,137588874334208,2852,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13095,13669,18446619754767485696,27942912,2808,3,14983,0,3,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12779,12895,18446619755031270912,17137664,2872,1,31426,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,13683,18446619754767492736,110009503522816,896,1,999941036,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,13116,16575,18446619754767482880,137588877488128,2724,60,974816765,0,3,22,12,5,17,1,0
2025-08-27 14:08:32.667145,13253,16539,18446619754767492736,124874161242112,736,7,407975950,0,2,0,0,0,2,3,0
2025-08-27 14:08:32.667145,13116,13537,18446619754767482880,137590537875456,3172,1,33784,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16544,18446619754767492736,124874161278976,2004,7,467125968,0,0,1,0,0,4,2,0
2025-08-27 14:08:32.667145,13095,13666,18446619754767485696,27942912,2808,1,9932,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12779,12815,18446619755031270912,17137664,2872,1,1758928,0,0,0,0,1,0,0,0
2025-08-27 14:08:32.667145,13253,16541,18446619754767492736,124874161254400,3684,6,539406384,0,0,0,0,0,4,2,0
2025-08-27 14:08:32.667145,13253,16578,18446619754767492736,124874429988864,2128,20,509589044,0,0,1,13,1,4,1,0
2025-08-27 14:08:32.667145,838,15375,18446619754133548544,824649203712,1096,106,547587727,0,0,1,8,79,18,0,0
2025-08-27 14:08:32.667145,12758,12784,18446619755031268096,824634138624,3912,5,998072430,1,0,2,1,0,0,0,1
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772471996416,3648,4,79535,0,0,4,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772469637120,3200,4,274563,0,2,0,2,0,0,0,0
2025-08-27 14:08:32.667145,13253,16578,18446619754767492736,124874429988864,2048,11,247219,0,10,0,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16537,18446619754767492736,124874161020928,1968,7,369754646,0,2,0,0,0,4,1,0
2025-08-27 14:08:32.667145,13116,13536,18446619754767482880,137590537728000,716,12,603156182,2,2,0,0,1,5,2,0
2025-08-27 14:08:32.667145,12779,12815,18446619755031270912,17137664,3128,3,482530,0,0,2,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16539,18446619754767492736,124874161242112,740,6,590994417,0,0,0,0,0,6,0,0
2025-08-27 14:08:32.667145,13116,13537,18446619754767482880,137590537728000,716,8,47458888,0,6,0,0,0,2,0,0
2025-08-27 14:08:32.667145,12720,13144,18446619755031292032,17137664,3128,7,951424,0,0,2,5,0,0,0,0
2025-08-27 14:08:32.667145,12972,13411,18446619755031287808,135707911786496,836,1,3773,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16538,18446619754767492736,124874161233920,1344,4,66539,0,3,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16543,18446619754767492736,124874161270784,2480,3,90354,0,1,2,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16545,18446619754767492736,124874161287168,1472,5,525657198,0,0,0,0,0,4,1,0
2025-08-27 14:08:32.667145,13253,16579,18446619754767492736,124874161393664,4048,40,419968767,0,1,4,17,2,16,0,0
2025-08-27 14:08:32.667145,12972,12972,18446619755031287808,135707868839936,2972,1,2894,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13670,18446619754767485696,824638144512,2120,94,835946093,0,3,10,54,14,12,1,0
2025-08-27 14:08:32.667145,12720,12745,18446619755031292032,17137664,2872,1,60816,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12758,12783,18446619755031268096,824634138624,2120,2,363096295,0,1,0,0,1,0,0,0
2025-08-27 14:08:32.667145,12825,12849,18446619753783161728,824634769408,328,3,308548286,0,0,1,2,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772469637120,3344,4,242660,0,2,1,1,0,0,0,0
2025-08-27 14:08:32.667145,13120,13754,18446619757348965632,131772475289600,2880,1,999979107,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,12972,12972,18446619755031287808,135707930460160,4024,13,345303,0,7,5,1,0,0,0,0
2025-08-27 14:08:32.667145,13019,13493,18446619757348945920,22151168,4088,46,359642,3,35,8,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16541,18446619754767492736,124874161254400,3680,5,459086130,0,1,0,0,0,2,2,0
2025-08-27 14:08:32.667145,13095,13664,18446619754767485696,27942912,2808,19,100976,1,15,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13449,13450,18446619754767504000,97244008833024,2360,7,341406,0,6,0,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16578,18446619754767492736,124874429988864,2132,19,463649134,0,4,1,2,0,12,0,0
2025-08-27 14:08:32.667145,13253,16538,18446619754767492736,124874161233920,1428,7,444918436,0,1,1,0,0,4,1,0
2025-08-27 14:08:32.667145,12720,12769,18446619755031292032,17137664,2872,1,3608,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12779,12813,18446619755031270912,17137664,3104,37,980620283,0,0,0,0,1,36,0,0
2025-08-27 14:08:32.667145,13253,16544,18446619754767492736,124874161278976,1920,7,77277,0,4,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,13757,18446619754767482880,137588882780160,1604,17,517044,0,14,1,2,0,0,0,0
2025-08-27 14:08:32.667145,12720,14212,18446619755031292032,824634146816,2888,3,993352337,0,0,2,0,0,0,0,1
2025-08-27 14:08:32.667145,838,846,18446619754133548544,110455243796480,984,18,798845,1,6,9,2,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,18446619757348945920,824634130432,3912,236,647612515,0,4,29,117,65,20,1,0
2025-08-27 14:08:32.667145,12972,12972,18446619755031287808,140737073143808,372,1,14041,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13411,18446619755031287808,135707930460160,4024,1,20239,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16543,18446619754767492736,124874161270784,2564,6,559281801,0,0,0,0,0,4,2,0
2025-08-27 14:08:32.667145,12972,13410,18446619755031287808,135707930460160,4024,3,38702,0,1,2,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,13534,18446619754767482880,137590067388416,1556,1,998137569,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,12972,13408,18446619755031287808,135707903348736,2276,3,957670333,0,0,0,0,0,1,2,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772475240448,1712,4,343133,0,1,1,2,0,0,0,0
2025-08-27 14:08:32.667145,13253,16535,18446619754767492736,124874093789184,2096,4,20268,0,4,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12758,12781,18446619755031268096,17137664,2872,5,149447,0,3,1,1,0,0,0,0
2025-08-27 14:08:32.667145,13019,13493,18446619757348945920,22155264,224,501,681862124,1,27,97,245,98,33,0,0
2025-08-27 14:08:32.667145,12972,13530,18446619755031287808,93969087700992,3396,6,26786,0,6,0,0,0,0,0,0
2025-08-27 14:08:32.667145,838,15305,18446619754133548544,110455243796480,984,1,4157,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12758,12874,18446619755031268096,17137664,2872,1,3447,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3248,5,103336,0,0,5,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16537,18446619754767492736,124874161020928,1972,6,628845861,0,0,0,0,0,4,2,0
2025-08-27 14:08:32.667145,13253,16545,18446619754767492736,124874161287168,1476,6,473253312,0,0,1,0,0,2,3,0
2025-08-27 14:08:32.667145,13253,16541,18446619754767492736,124874161254400,3600,3,30976,0,2,1,0,0,0,0,0
2025-08-27 14:08:32.667145,838,12627,18446619754133548544,824634265600,2376,105,594375703,0,0,2,7,80,15,1,0
2025-08-27 14:08:32.667145,13116,13536,18446619754767482880,137590538735616,4024,1,3707,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13409,18446619755031287808,135707911786496,836,1,15672,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13671,18446619754767485696,824638144512,3912,185,623802596,0,2,26,92,41,24,0,0
2025-08-27 14:08:32.667145,13192,13193,18446619754547964032,17137664,3104,36,964418243,0,0,0,0,0,36,0,0
2025-08-27 14:08:32.667145,12779,14654,18446619755031270912,824637411328,1608,5,994575090,0,2,2,0,0,0,0,1
2025-08-27 14:08:32.667145,13095,13669,18446619754767485696,824635965440,2120,121,805226479,0,0,5,66,32,17,1,0
2025-08-27 14:08:32.667145,12972,13528,18446619755031287808,135707859542016,2340,18,997781587,0,0,0,0,0,18,0,0
2025-08-27 14:08:32.667145,12825,13247,18446619753783161728,17137664,2872,1,7679,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13753,18446619757348965632,131772475289600,3392,20,999176390,0,0,0,0,0,18,2,0
2025-08-27 14:08:32.667145,13116,13536,18446619754767482880,137588907171840,916,15,659092365,0,2,2,1,1,7,2,0
2025-08-27 14:08:32.667145,13116,13525,18446619754767482880,137590072700928,1572,20,999564757,0,0,0,0,0,20,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772469637120,3440,4,111242,0,3,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13192,13193,18446619754547964032,17137664,2872,3,12140,0,3,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16539,18446619754767492736,124874161242112,656,6,22106,0,6,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,13522,18446619754767482880,137590076325888,1716,8,999802348,0,0,0,0,0,0,8,0
2025-08-27 14:08:32.667145,13253,16542,18446619754767492736,124874161262592,3040,1,3783,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772469637120,3920,4,406624,0,1,0,3,0,0,0,0
2025-08-27 14:08:32.667145,13253,13684,18446619754767492736,110009014476800,3316,1,11775,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,16576,18446619754767482880,137588874334208,2852,67,961419308,0,2,26,10,9,19,0,1
2025-08-27 14:08:32.667145,12758,12874,18446619755031268096,17137664,3088,1,19300,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,18446619757348945920,22151168,4088,1,4040,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12758,12870,18446619755031268096,824637218816,328,1,362202364,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772475240448,1040,36,894363038,0,0,0,0,0,36,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3968,2,29516,0,0,2,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13760,18446619757348965632,131772475293696,576,3,999890621,0,0,0,0,0,1,2,0
2025-08-27 14:08:32.667145,12720,12791,18446619755031292032,17137664,2872,1,2684,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,838,846,18446619754133548544,110455243796480,1216,234,861652988,0,0,5,23,174,32,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772472004608,3280,3,41574,0,1,2,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16536,18446619754767492736,124874161192960,2420,6,503568583,0,0,0,0,0,5,1,0
2025-08-27 14:08:32.667145,12825,12838,18446619753783161728,17137664,3104,37,984808152,0,0,0,0,1,36,0,0
2025-08-27 14:08:32.667145,13019,13524,18446619757348945920,22155264,208,1,13562,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,18446619757348945920,22151168,4088,4,187349,0,0,4,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16535,18446619754767492736,110009014476800,3312,1,65723,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12825,12914,18446619753783161728,17137664,3128,5,720315,0,0,1,4,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772469637120,3824,4,271749,0,2,1,1,0,0,0,0
2025-08-27 14:08:32.667145,12779,14654,18446619755031270912,17137664,2872,1,22224,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,16576,18446619754767482880,137590537728000,716,1,37153,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3440,5,217745,0,0,4,1,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772471930880,996,6,186303,0,1,5,0,0,0,0,0
2025-08-27 14:08:32.667145,12825,12914,18446619753783161728,17137664,2872,1,6871,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3872,5,199835,0,0,4,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16536,18446619754767492736,124874161192960,2336,1,20329,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12758,12874,18446619755031268096,17137664,3128,1,4922,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13408,18446619755031287808,135707930460160,4024,1,11450,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12825,12925,18446619753783161728,824637440000,2120,2,308224405,0,1,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13664,18446619754767485696,27942912,3040,290,841553364,0,19,63,105,65,38,0,0
2025-08-27 14:08:32.667145,12972,13409,18446619755031287808,135707894947840,2276,3,989894643,0,0,0,0,0,0,3,0
2025-08-27 14:08:32.667145,12758,12781,18446619755031268096,17137664,3104,84,972319585,0,1,7,2,3,71,0,0
2025-08-27 14:08:32.667145,13095,13666,18446619754767485696,27942912,3064,1,20706,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16544,18446619754767492736,124874161278976,2000,6,531431822,0,0,1,0,0,3,2,0
2025-08-27 14:08:32.667145,13116,13535,18446619754767482880,137588908224512,1780,4,999960566,0,0,0,0,0,0,4,0
2025-08-27 14:08:32.667145,12972,13529,18446619755031287808,135707851141120,2340,18,997770921,0,0,0,0,0,18,0,0
2025-08-27 14:08:32.667145,13019,13524,18446619757348945920,22155264,248,2,321918,0,0,1,1,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772471996416,3600,4,266213,0,2,0,2,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772470726656,1076,41,456840,1,14,26,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16579,18446619754767492736,124874161393664,4052,39,510932484,0,2,2,15,0,20,0,0
2025-08-27 14:08:32.667145,838,15375,18446619754133548544,110455243796480,984,1,86370,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3152,5,79582,0,0,5,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13524,18446619757348945920,824634138624,1096,236,632840467,0,7,24,110,75,19,1,0
2025-08-27 14:08:32.667145,12779,12814,18446619755031270912,17137664,3088,1,13277,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772469637120,3632,4,484656,0,0,2,2,0,0,0,0
2025-08-27 14:08:32.667145,13095,13671,18446619754767485696,27942912,2808,2,12174,0,2,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16579,18446619754767492736,124874161393664,3968,11,39532,0,11,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772471996416,2928,1,35508,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16542,18446619754767492736,124874161262592,3120,6,465176166,0,0,1,0,0,4,1,0
2025-08-27 14:08:32.667145,12972,13527,18446619755031287808,93969087700992,3396,6,26638,0,6,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12720,12769,18446619755031292032,824635744256,2120,6,436341372,0,6,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13494,18446619757348945920,824634130432,2120,94,823933993,0,2,10,50,25,6,1,0
2025-08-27 14:08:32.667145,12825,12838,18446619753783161728,17137664,2872,1,3521,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12720,12791,18446619755031292032,17137664,3088,1,51625,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13527,18446619755031287808,135707867942912,2340,18,997600401,0,0,0,0,0,18,0,0
2025-08-27 14:08:32.667145,12779,12813,18446619755031270912,17137664,2872,2,7216,0,2,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772471930880,452,19,4997881,0,0,18,0,1,0,0,0
2025-08-27 14:08:32.667145,13253,16540,18446619754767492736,124874161250304,144,7,634369747,0,0,0,0,0,3,4,0
2025-08-27 14:08:32.667145,13095,13671,18446619754767485696,27942912,3064,1,77730,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,18446619757348945920,22147072,2016,280,625135804,0,2,29,134,87,28,0,0
2025-08-27 14:08:32.667145,13116,13526,18446619754767482880,137590071640064,1156,1,999952346,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772472004608,2608,4,204753,0,2,1,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16543,18446619754767492736,124874161270784,2560,6,439466228,0,0,1,0,0,4,1,0
2025-08-27 14:08:32.667145,13253,16542,18446619754767492736,124874161262592,3124,6,533790063,0,0,0,0,0,4,2,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772475293696,1856,93,7488878,1,53,12,27,0,0,0,0
2025-08-27 14:08:32.667145,12825,12839,18446619753783161728,824634138624,2120,1,687645341,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,838,15305,18446619754133548544,824649195520,328,44,771100130,0,0,1,3,30,8,2,0
2025-08-27 14:08:32.667145,13253,13681,18446619754767492736,110009503739904,1796,2,999931445,0,0,0,0,0,0,2,0
2025-08-27 14:08:32.667145,12825,13247,18446619753783161728,824637440000,3912,4,308546031,0,0,2,2,0,0,0,0
2025-08-27 14:08:32.667145,12972,13411,18446619755031287808,135707878146048,2276,2,989839996,0,0,0,0,0,0,2,0
2025-08-27 14:08:32.667145,13253,16546,18446619754767492736,124874161373184,3248,2,47371948,0,0,1,0,0,0,1,0
2025-08-27 14:08:32.667145,13120,13756,18446619757348965632,131772543197184,1716,20,118852,1,18,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,13537,18446619754767482880,137588906119168,1044,17,936142222,0,0,1,2,1,10,3,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772470726656,964,3,137902,0,0,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13755,18446619757348965632,131772475293696,64,3,999938579,0,0,0,0,0,0,3,0
2025-08-27 14:08:32.667145,12720,12745,18446619755031292032,17137664,3104,71,955875206,0,0,1,0,34,36,0,0
2025-08-27 14:08:32.667145,12972,13530,18446619755031287808,135707842740224,2340,18,994281186,0,0,0,0,0,18,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772543197184,1716,22,88986,0,21,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13116,13523,18446619754767482880,137590075265024,1492,1,999983878,0,0,0,0,0,0,0,1
2025-08-27 14:08:32.667145,13253,16535,18446619754767492736,124874093789184,2180,22,560149055,0,1,2,5,0,13,1,0
2025-08-27 14:08:32.667145,13095,13666,18446619754767485696,824634146816,3912,182,593327879,0,2,23,99,34,24,0,0
2025-08-27 14:08:32.667145,13116,13537,18446619754767482880,137590538735616,4024,2,14064,0,1,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16579,18446619754767492736,110009014476800,3312,1,94650,0,0,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12779,12815,18446619755031270912,824634138624,3912,1,331939845,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,12720,12720,18446619755031292032,17133568,800,4,436301720,0,4,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16536,18446619754767492736,124874161192960,2416,6,494002172,0,0,1,0,0,2,3,0
2025-08-27 14:08:32.667145,13253,16545,18446619754767492736,124874161287168,1392,3,11076,0,3,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16540,18446619754767492736,124874161250304,64,3,51831,0,2,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13752,18446619757348965632,131772475289600,2112,15,995061474,0,0,0,0,1,11,3,0
2025-08-27 14:08:32.667145,13253,16540,18446619754767492736,124874161250304,148,6,364222449,0,1,1,0,0,4,0,0
2025-08-27 14:08:32.667145,13253,16538,18446619754767492736,124874161233920,1424,7,553783343,0,0,0,1,0,3,3,0
2025-08-27 14:08:32.667145,13253,16537,18446619754767492736,124874161020928,1888,3,48710,0,2,1,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13528,18446619755031287808,93969087700992,3396,2,27989,0,0,2,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13410,18446619755031287808,135707886546944,2276,3,972868307,0,0,0,0,0,1,2,0
2025-08-27 14:08:32.667145,13253,16535,18446619754767492736,124874093789184,2176,23,405458641,0,1,3,5,1,13,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772475293696,1344,27,4111751,0,3,6,18,0,0,0,0
2025-08-27 14:08:32.667145,13449,13450,18446619754767504000,97244008833024,2592,94,966823888,0,2,2,16,2,72,0,0
2025-08-27 14:08:32.667145,13120,16577,18446619757348965632,131772472004608,3280,4,204251,0,2,1,1,0,0,0,0
2025-08-27 14:08:32.667145,13192,13203,18446619754547964032,824636432384,328,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13253,13634,18446619754767492736,110009501753344,172,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14019,14022,18446619754767501184,824634200064,1608,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13253,16546,18446619754767492736,124874161373184,3252,,952544189,,,,,,,,
2025-08-27 14:08:32.667145,12779,12895,18446619755031270912,824634318848,1096,,331918481,,,,,,,,
2025-08-27 14:08:32.667145,13253,16533,18446619754767492736,124874093780992,3860,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14132,14141,18446619754767512448,824634142720,3400,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13253,16534,18446619754767492736,124874429575168,3248,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,12720,12791,18446619755031292032,824635744256,3912,,437337203,,,,,,,,
2025-08-27 14:08:32.667145,13019,13672,18446619757348945920,824634138624,2888,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14132,14133,18446619754767512448,17137664,3104,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14132,14134,18446619754767512448,824634138624,2120,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13116,13521,18446619754767482880,137590413074432,3880,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,12758,16884,18446619755031268096,824637227008,1096,,361920831,,,,,,,,
2025-08-27 14:08:32.667145,12779,12920,18446619755031270912,824634318848,2888,,331931776,,,,,,,,
2025-08-27 14:08:32.667145,13116,13520,18446619754767482880,137590114459648,1956,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,16436,16437,18446619754547962624,98153306628096,3616,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,16451,16453,18446619753734404352,17137664,3104,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13449,13455,18446619754767504000,824634011648,3400,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13449,13449,18446619754767504000,97244008833024,896,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14132,14138,18446619754767512448,824636424192,2120,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,12758,12874,18446619755031268096,824637222912,1608,,361883772,,,,,,,,
2025-08-27 14:08:32.667145,13120,13751,18446619757348965632,131772475289600,1600,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14019,14020,18446619754767501184,100785407008768,3616,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14132,14552,18446619754767512448,824634310656,3912,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13253,13636,18446619754767492736,110009501986816,1492,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13116,13673,18446619754767482880,137590413074432,3624,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13116,13519,18446619754767482880,137590413074432,3624,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13116,13539,18446619754767482880,137588902924288,3156,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,14019,14123,18446619754767501184,824636559360,2376,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,13116,13531,18446619754767482880,137590070579200,84,,1000000000,,,,,,,,
2025-08-27 14:08:32.667145,12825,12914,18446619753783161728,824637440000,328,,308193251,,,,,,,,
2025-08-27 14:08:32.667145,13120,13749,18446619757348965632,131772475289600,320,,1000000000,,,,,,,,
2025-08-27 14:08:33.667145,13253,16534,18446619754767492736,124874429575168,3168,1,3905,0,1,0,0,0,0,0,0
2025-08-27 14:08:33.667145,13120,16577,18446619757348965632,131772469637120,3200,5,407406,0,1,2,2,0,0,0,0
2025-08-27 14:08:33.667145,13095,13664,18446619754767485696,27942912,3040,295,835305555,1,14,65,114,64,37,0,0
2025-08-27 14:08:33.667145,13116,13535,18446619754767482880,137588908224512,1780,4,999946364,0,0,0,0,0,0,4,0
2025-08-27 14:08:33.667145,838,846,18446619754133548544,110455243796480,984,28,1357008,1,16,7,4,0,0,0,0
2025-08-27 14:08:33.667145,13095,13671,18446619754767485696,824638144512,3912,186,688433296,1,3,18,95,40,29,0,0
