ts,pid,tid,comm,nvcsw,nivcsw,run_time_total,rq_time_total,rq_count,blkio_time_total,blkio_count,uninterruptible_total,freepages_time_total,freepages_count,thrashing_time_total,thrashing_count,swapin_time_total,swapin_count
2025-08-27 14:05:54.232443,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:54.232453,13019,13493,server,394,8,7147681,28731955,402,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:54.232457,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:54.232458,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:54.232463,13019,13524,server,64,51,6119726,11840675,115,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:54.232465,13019,13672,server,48,22,2468738,2744197,70,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232472,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232492,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232495,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232497,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232501,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:55.232502,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.232529,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.232545,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.232549,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.23255,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.232555,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:56.232557,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.23264,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.232654,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.232658,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.232659,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.232663,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:57.232665,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.23279,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.232821,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.232825,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.232826,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.232831,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:58.232832,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232899,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232903,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232906,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232907,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232912,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:05:59.232913,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.232976,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.23299,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.232994,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.232995,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.233,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:00.233001,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.23308,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.233095,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.233099,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.2331,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.233105,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:01.233106,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.233207,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.233225,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.233229,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.23323,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.233234,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:02.233235,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233314,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233329,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233332,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233333,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233338,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:03.233339,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233398,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233413,13019,13493,server,396,8,7211813,28731955,404,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233417,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233418,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233423,13019,13524,server,66,51,6196749,11842302,117,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:04.233424,13019,13672,server,49,22,2497466,2744197,71,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233451,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233465,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233468,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233469,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233474,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:05.233475,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.233546,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.233559,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.233563,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.233564,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.233569,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:06.23357,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.23366,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.233674,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.233678,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.233679,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.233683,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:07.233684,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233743,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233759,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233762,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233763,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233786,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:08.233788,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.233845,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.23386,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.233864,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.233865,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.233869,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:09.233871,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.233964,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.233979,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.233982,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.233984,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.233988,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:10.23399,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.234083,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.234097,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.2341,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.234102,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.234108,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:11.234109,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.234146,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.234185,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.23419,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.23419,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.234195,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:12.234196,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.23428,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.234295,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.234299,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.2343,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.234303,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:13.234305,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.234367,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.234382,13019,13493,server,398,8,7277515,28731955,406,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.234385,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.234386,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.23439,13019,13524,server,67,51,6254287,11842302,118,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:14.234392,13019,13672,server,50,22,2515716,2744197,72,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234474,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234487,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234491,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234492,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234496,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:15.234498,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234531,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234545,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234548,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234549,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234554,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:16.234555,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.234631,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.234645,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.234649,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.23465,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.234654,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:17.234656,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234755,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234774,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234778,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234778,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234782,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:18.234782,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234843,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234858,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234861,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234862,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234867,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:19.234868,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235026,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235042,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235046,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235047,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235051,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:20.235053,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235171,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235188,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235193,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235193,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235199,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:21.235199,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.235252,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.235267,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.23527,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.235271,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.235276,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:22.235277,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235379,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235395,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235398,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235399,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235403,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:23.235405,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.235468,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.235481,13019,13493,server,400,8,7326015,28731955,408,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.235484,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.235485,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.235489,13019,13524,server,69,51,6331051,11842302,120,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:24.23549,13019,13672,server,51,22,2544243,2746384,73,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235583,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235598,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235601,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235602,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235607,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:25.235609,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.235595,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.235609,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.235612,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.235614,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.235618,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:26.23562,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235705,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235719,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235719,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235719,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235722,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:27.235723,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.23578,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.23579,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.235793,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.235794,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.235798,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:28.2358,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.235865,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.23588,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.235884,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.235885,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.235889,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:29.235891,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.23596,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.235975,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.235979,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.23598,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.235985,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:30.235986,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.236081,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.23611,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.236114,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.236115,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.23612,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:31.236121,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.236175,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.236225,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.236229,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.23623,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.236235,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:32.236236,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236268,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236307,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236311,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236313,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236317,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:33.236319,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.236367,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.236381,13019,13493,server,402,8,7383327,28731955,410,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.236384,13019,13494,server,16,6,2610096,12873350,22,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.236385,13019,13495,server,37,24,3056131,16132822,61,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.23639,13019,13524,server,70,51,6388888,11850913,121,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:34.236391,13019,13672,server,52,22,2562449,2746384,74,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:35.236465,13019,13019,server,219,613,78590381,265375141,832,0,0,0,0,0,0,0,0,0
2025-08-27 14:06:35.236479,13019,13493,server,404,8,7439938,28731955,412,0,0,0,0,0,0,0,0,0
